2015-08-19 18:26:18.153 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization started
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/o_update.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_forward.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_reply.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_edit.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_tosend.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_trash.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_revert.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_findUser.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:03.986 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/message/v_countUnreadMsg.do] onto handler 'cmsMessageAct'
2015-08-19 19:26:04.033 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/v_list.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.033 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_delete.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.033 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/v_revert.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_delete_single.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/data/v_rename.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_rename.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_export.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_revert.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/v_listfields.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_backup.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/v_listfiles.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/v_selectfile.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.034 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/mysql/data/o_backup_progress.do] onto handler 'mysqlDataAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/flow/source/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/flow/pages/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/statistic/content/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/statistic/channel/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/statistic/member/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/statistic/comment/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/statistic/guestbook/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/flow/pv/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.109 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/flow/area/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.110 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/flow/visitor/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.110 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/flow/enterpage/v_list.do] onto handler 'cmsStatististAct'
2015-08-19 19:26:04.126 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/v_list.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.126 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/o_delete.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.126 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/o_delete_single.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.126 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/o_swfupload.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.126 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/v_upload.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.126 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/o_upload.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.127 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/o_delfreefiles.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.127 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/file/o_flag_files.do] onto handler 'cmsFileAct'
2015-08-19 19:26:04.140 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/config/o_firewall.do] onto handler 'cmsFireWallConfigAct'
2015-08-19 19:26:04.140 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/config/v_firewall.do] onto handler 'cmsFireWallConfigAct'
2015-08-19 19:26:04.140 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/config/v_login.do] onto handler 'cmsFireWallConfigAct'
2015-08-19 19:26:04.140 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/config/o_login.do] onto handler 'cmsFireWallConfigAct'
2015-08-19 19:26:04.161 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/workloadstatistic/v_list.do] onto handler 'workloadStatisticAct'
2015-08-19 19:26:04.175 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/v_add.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.175 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/v_list.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.175 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/o_save.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.175 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/o_delete.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.175 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/o_update.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.175 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/v_edit.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.176 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/v_ajax_edit.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.176 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/dictionary/v_check_value.do] onto handler 'dictionaryAct'
2015-08-19 19:26:04.202 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/jobapply/v_list.do] onto handler 'jobApplyAct'
2015-08-19 19:26:04.202 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/jobapply/o_delete.do] onto handler 'jobApplyAct'
2015-08-19 19:26:04.202 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/jobapply/v_view.do] onto handler 'jobApplyAct'
2015-08-19 19:26:04.215 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/common/o_swfPicsUpload.do] onto handler 'swfUploadAct'
2015-08-19 19:26:04.215 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/common/o_swfAttachsUpload.do] onto handler 'swfUploadAct'
2015-08-19 19:26:04.230 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/task/v_add.do] onto handler 'taskAct'
2015-08-19 19:26:04.230 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/task/v_list.do] onto handler 'taskAct'
2015-08-19 19:26:04.230 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/task/o_save.do] onto handler 'taskAct'
2015-08-19 19:26:04.230 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/task/o_delete.do] onto handler 'taskAct'
2015-08-19 19:26:04.231 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/task/o_update.do] onto handler 'taskAct'
2015-08-19 19:26:04.231 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/task/v_edit.do] onto handler 'taskAct'
2015-08-19 19:26:04.253 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/origin/v_list.do] onto handler 'originAct'
2015-08-19 19:26:04.253 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/origin/o_save.do] onto handler 'originAct'
2015-08-19 19:26:04.253 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/origin/o_delete.do] onto handler 'originAct'
2015-08-19 19:26:04.253 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/origin/o_update.do] onto handler 'originAct'
2015-08-19 19:26:04.254 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/origin/v_ajax_edit.do] onto handler 'originAct'
2015-08-19 19:26:04.254 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/origin/v_ajax_list.do] onto handler 'originAct'
2015-08-19 19:26:04.279 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/searchwords/v_list.do] onto handler 'searchWordsAct'
2015-08-19 19:26:04.279 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/searchwords/o_save.do] onto handler 'searchWordsAct'
2015-08-19 19:26:04.279 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/searchwords/o_delete.do] onto handler 'searchWordsAct'
2015-08-19 19:26:04.279 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/searchwords/o_update.do] onto handler 'searchWordsAct'
2015-08-19 19:26:04.279 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/searchwords/v_ajax_edit.do] onto handler 'searchWordsAct'
2015-08-19 19:26:04.292 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/v_add.do] onto handler 'plugAct'
2015-08-19 19:26:04.292 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/v_list.do] onto handler 'plugAct'
2015-08-19 19:26:04.292 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/o_save.do] onto handler 'plugAct'
2015-08-19 19:26:04.293 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/o_delete.do] onto handler 'plugAct'
2015-08-19 19:26:04.293 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/o_install.do] onto handler 'plugAct'
2015-08-19 19:26:04.293 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/o_update.do] onto handler 'plugAct'
2015-08-19 19:26:04.293 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/o_uninstall.do] onto handler 'plugAct'
2015-08-19 19:26:04.293 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/v_edit.do] onto handler 'plugAct'
2015-08-19 19:26:04.293 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/plug/o_upload.do] onto handler 'plugAct'
2015-08-19 19:26:04.302 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/menu/v_list.do] onto handler 'cmsUserMenuAct'
2015-08-19 19:26:04.302 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/menu/o_save.do] onto handler 'cmsUserMenuAct'
2015-08-19 19:26:04.302 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/menu/o_delete.do] onto handler 'cmsUserMenuAct'
2015-08-19 19:26:04.302 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/menu/o_update.do] onto handler 'cmsUserMenuAct'
2015-08-19 19:26:04.302 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/menu/v_ajax_edit.do] onto handler 'cmsUserMenuAct'
2015-08-19 19:26:04.314 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/v_add.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/v_list.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/o_save.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/o_delete.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/o_update.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/module.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/v_getcode.do] onto handler 'directiveAct'
2015-08-19 19:26:04.315 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/directive/v_ajax_edit.do] onto handler 'directiveAct'
2015-08-19 19:26:04.325 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoregroup/v_add.do] onto handler 'scoreGroupAct'
2015-08-19 19:26:04.326 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoregroup/v_list.do] onto handler 'scoreGroupAct'
2015-08-19 19:26:04.326 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoregroup/o_save.do] onto handler 'scoreGroupAct'
2015-08-19 19:26:04.326 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoregroup/o_delete.do] onto handler 'scoreGroupAct'
2015-08-19 19:26:04.326 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoregroup/o_update.do] onto handler 'scoreGroupAct'
2015-08-19 19:26:04.326 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoregroup/v_edit.do] onto handler 'scoreGroupAct'
2015-08-19 19:26:04.349 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoreitem/v_add.do] onto handler 'scoreItemAct'
2015-08-19 19:26:04.349 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoreitem/v_list.do] onto handler 'scoreItemAct'
2015-08-19 19:26:04.349 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoreitem/o_save.do] onto handler 'scoreItemAct'
2015-08-19 19:26:04.349 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoreitem/o_delete.do] onto handler 'scoreItemAct'
2015-08-19 19:26:04.349 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoreitem/o_update.do] onto handler 'scoreItemAct'
2015-08-19 19:26:04.349 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/scoreitem/v_edit.do] onto handler 'scoreItemAct'
2015-08-19 19:26:04.504 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'JeeCmsAdmin': initialization completed in 1843 ms
2015-08-19 19:26:04.511 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'JeeCmsFront': initialization started
2015-08-19 19:26:04.512 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.web.context.support.XmlWebApplicationContext - Refreshing WebApplicationContext for namespace 'JeeCmsFront-servlet': startup date [Wed Aug 19 19:26:04 CST 2015]; parent: Root WebApplicationContext
2015-08-19 19:26:04.513 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/config/jeecms-servlet-front.xml]
2015-08-19 19:26:04.532 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from ServletContext resource [/WEB-INF/config/jeecms/jeecms-servlet-front-action.xml]
2015-08-19 19:26:04.606 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.b.factory.support.DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@3ce3e8f3: defining beans [messageSource,multipartResolver,org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter#0,org.springframework.web.servlet.mvc.annotation.DefaultAnnotationHandlerMapping#0,frontContextInterceptor,frontLocaleInterceptor,localeResolver,org.springframework.web.servlet.handler.SimpleMappingExceptionResolver#0,freemarkerViewResolver,freemarkerConfig,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,dynamicAct,tagAct,topicAct,searchAct,voteAct,friendlinkAct,contentCountAct,attachmentAct,commentAct,guestbookAct,vedioAct,rssAct,csiCustomAct,advertisingAct,casLoginAct,loginAct,memberAct,contributeAct,fckAct,ueditorAct,registerAct,forgotPasswordAct,imageCutAct,imageUploadAct,commentMemberAct,guestbookMemberAct,collectionMemberAct,messageAct,siteFlowAct,resumeAct,swfUploadAct,contentScoreAct,thirdLoginAct,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@42101da9
2015-08-19 19:26:04.628 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Root mapping to handler 'dynamicAct'
2015-08-19 19:26:04.629 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/**/*.*] onto handler 'dynamicAct'
2015-08-19 19:26:04.629 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/index.jhtml] onto handler 'dynamicAct'
2015-08-19 19:26:04.631 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/tag*.jspx] onto handler 'tagAct'
2015-08-19 19:26:04.631 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/tag/{path}.jspx] onto handler 'tagAct'
2015-08-19 19:26:04.634 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/topic*.jspx] onto handler 'topicAct'
2015-08-19 19:26:04.634 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/topic/{id}.jspx] onto handler 'topicAct'
2015-08-19 19:26:04.644 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/search*.jspx] onto handler 'searchAct'
2015-08-19 19:26:04.644 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/search/v_ajax_list.jspx] onto handler 'searchAct'
2015-08-19 19:26:04.644 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.a.DefaultAnnotationHandlerMapping - Mapped URL path [/searchJob*.jspx] onto handler 'searchAct'
